../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_1.txt;12;35418
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_10.txt;124;354042
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_100.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_101.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_102.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_103.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_104.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_105.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_106.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_107.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_108.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_109.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_11.txt;136;389636
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_110.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_111.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_112.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_113.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_114.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_115.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_116.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_117.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_118.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_119.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_12.txt;156;423634
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_120.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_121.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_122.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_123.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_124.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_125.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_126.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_127.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_128.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_129.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_13.txt;180;459216
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_130.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_131.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_132.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_133.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_134.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_135.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_136.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_137.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_138.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_139.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_14.txt;201;494800
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_140.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_141.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_142.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_143.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_144.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_145.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_146.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_147.txt;591;1226646
../../4_Solutions/1_Instance_Subproblems/SEC_1/SEC_1_num_EVs_148.txt;591;1226646
